TRIP_ID,TRAVEL_TIME
T1,363.00005973429717
T2,705.0112132024324
T3,799.5293658964015
T4,349.4708072227485
T5,255.53905063675603
T6,1139.2705770938296
T7,491.9738968874263
T8,420.3692160943629
T9,781.1729502850092
T10,474.3500927445875
T11,312.41195047534995
T12,410.9952800626443
T13,286.79773449031194
T14,1496.162170094912
T15,906.802138425515
T16,724.0741640862577
T17,510.4113025757782
T18,307.6241243197376
T19,617.8587942428228
T20,1542.661432824786
T21,295.68919839276657
T22,375.73015744081334
T23,438.69215645465636
T24,289.62790007270837
T25,361.45457965473616
T26,381.79908604295645
T27,477.47436877256746
T28,257.34226556553176
T29,897.9724637292961
T30,663.4252603895502
T31,822.3314407742876
T32,537.0784625750068
T33,690.5935561929041
T34,293.15836065894894
T35,891.6968266571749
T36,1386.4364817228268
T37,447.5928458789661
T38,512.3026679802394
T39,312.1867705967495
T40,442.4356260273098
T41,849.5741113702259
T42,318.54375631742715
T43,830.0113204352408
T44,1042.4810412463353
T45,394.8288343633063
T46,394.46174026008396
T47,595.0007792070237
T48,414.8601468665925
T49,714.8249356064043
T50,927.434389782689
T51,334.5402366899099
T52,451.13987385163847
T53,457.3846469502718
T54,822.6789382064014
T55,707.5258237554929
T56,524.477482035938
T57,910.4627832296273
T58,435.93453825586204
T59,1758.7044443325415
T60,730.8964826646521
T61,404.7166045534278
T62,366.7699034339844
T63,419.5175414463419
T64,583.0663222602561
T65,485.3549959710912
T66,1011.5454265873016
T67,616.0559306560313
T68,1050.71869530796
T69,937.8060741341991
T70,342.15461748756036
T71,1048.0234002850004
T72,910.8120297184325
T73,348.8498172016323
T74,419.5408610303097
T75,945.6266026274636
T76,450.0118906847797
T77,358.9118171607375
T78,727.5730905669838
T79,444.8698999815542
T80,1229.0079525256303
T81,680.1028285710678
T82,434.03628299632936
T83,806.7451803820534
T84,743.8827357373449
T85,549.3918999400153
T86,790.3142489439955
T87,978.0134891832456
T88,912.1458799312572
T90,914.2519788055082
T91,854.4598432954645
T92,965.8922931128038
T93,847.4055516531542
T94,784.6879779639436
T95,582.9430771092287
